Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool,entities,URL,Hashtags,Video
"👀 A selection of players courting interest among managers on #UCLfantasy, as well as those who could prove lucrative assets...",30/04/2022 21:06,1.52051E+18,ChampionsLeague,,,104,2071,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [{'text': 'UCLfantasy', 'indices': [61, 72]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1520509828971601925,UCLfantasy,
"Never short on drama 😅

What moment did you ❤️ most? 

#MatchdayMoments | @Mastercard https://t.co/EsjN4LF3E1",30/04/2022 09:02,1.52033E+18,ChampionsLeague,,,229,3393,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'MatchdayMoments', 'indices': [55, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Mastercard', 'name': 'Mastercard', 'id': 75014376, 'id_str': '75014376', 'indices': [74, 85]}], 'urls': [], 'media': [{'id': 1520061015353962497, 'id_str': '1520061015353962497', 'indices': [86, 109], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1520061015353962497/img/hFkzdPiI8-93Jo9y.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1520061015353962497/img/hFkzdPiI8-93Jo9y.jpg', 'url': 'https://t.co/EsjN4LF3E1', 'display_url': 'pic.twitter.com/EsjN4LF3E1', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1520327597946593280/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1520327597946593280,MatchdayMoments,TRUE
"Ice cold finishing 🥶

Recreate Vini Jr. &amp; Mané goals on PS5! 🎮

#PS5GoalTutorial | @PlayStationEU | #UCL https://t.co/hIKwt0vA8B",30/04/2022 06:59,1.5203E+18,ChampionsLeague,,,163,2445,ht,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'PS5GoalTutorial', 'indices': [68, 84]}, {'text': 'UCL', 'indices': [104, 108]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PlayStationEU', 'name': 'PlayStation Europe', 'id': 36969785, 'id_str': '36969785', 'indices': [87, 101]}], 'urls': [], 'media': [{'id': 1520048221925617666, 'id_str': '1520048221925617666', 'indices': [109, 132], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1520048221925617666/img/UABOHlzMMZXLxB1J.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1520048221925617666/img/UABOHlzMMZXLxB1J.jpg', 'url': 'https://t.co/hIKwt0vA8B', 'display_url': 'pic.twitter.com/hIKwt0vA8B', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1520296643517722624/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1520296643517722624,"PS5GoalTutorial, UCL",TRUE
"𝗨𝗖𝗟 𝗔𝗡𝗔𝗟𝗬𝗦𝗜𝗦 📂 How Liverpool &amp; Man. City found success to claim first-leg victories 👇

#FPZunpacked | #UCL |… https://t.co/VrfBpPspT0",29/04/2022 20:03,1.52013E+18,ChampionsLeague,,,156,1603,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'FPZunpacked', 'indices': [91, 103]}, {'text': 'UCL', 'indices': [106, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/VrfBpPspT0', 'expanded_url': 'https://twitter.com/i/web/status/1520131700357009409', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}",www.twitter.com/championsleague/status/1520131700357009409,"FPZunpacked, UCL",
"Colossal. Immense. Unreal. 

🇧🇷 Fabinho in sensational form 🆚 Villarreal! 

@_fabinhotavares | @LFC | #UCL https://t.co/Udpz4F9RSJ",29/04/2022 17:04,1.52009E+18,ChampionsLeague,,,642,6841,it,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [102, 106]}], 'symbols': [], 'user_mentions': [{'screen_name': '_fabinhotavares', 'name': 'Fabinho', 'id': 1011281422039044102, 'id_str': '1011281422039044102', 'indices': [76, 92]}, {'screen_name': 'LFC', 'name': 'Liverpool FC', 'id': 19583545, 'id_str': '19583545', 'indices': [95, 99]}], 'urls': [], 'media': [{'id': 1520085715094224896, 'id_str': '1520085715094224896', 'indices': [107, 130], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1520085715094224896/img/dYAz01TgAaxr3xLv.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1520085715094224896/img/dYAz01TgAaxr3xLv.jpg', 'url': 'https://t.co/Udpz4F9RSJ', 'display_url': 'pic.twitter.com/Udpz4F9RSJ', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1520086643671191557/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1520086643671191557,UCL,TRUE
"De Bruyne ⚽️

Quickest goal ever in a Champions League semi-final 🤯

Manchester City's earliest ever in the competi… https://t.co/VLZbUhM8TM",29/04/2022 15:35,1.52006E+18,ChampionsLeague,,,415,5601,en,Twitter Media Studio,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/VLZbUhM8TM', 'expanded_url': 'https://twitter.com/i/web/status/1520064111551332352', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1520064111551332352,,
"🔝 Who will shine next time?

#UCL https://t.co/6aDcMbl5L2",29/04/2022 15:17,1.52006E+18,ChampionsLeague,,,191,4848,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [29, 33]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1520059242589401090, 'id_str': '1520059242589401090', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/media/FRhV09gXMAIkSc7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRhV09gXMAIkSc7.jpg', 'url': 'https://t.co/6aDcMbl5L2', 'display_url': 'pic.twitter.com/6aDcMbl5L2', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1520059724137385986/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1520059724137385986,UCL,
"🔵 Riyad Mahrez close to a wonder goal!

@ManCity | #UCL https://t.co/cl5hoyIKG5",29/04/2022 14:53,1.52005E+18,ChampionsLeague,,,234,3350,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [51, 55]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ManCity', 'name': 'Manchester City', 'id': 14573900, 'id_str': '14573900', 'indices': [40, 48]}], 'urls': [], 'media': [{'id': 1520046161415094273, 'id_str': '1520046161415094273', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1520046161415094273/img/mbyS5LRBiQscJcL8.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1520046161415094273/img/mbyS5LRBiQscJcL8.jpg', 'url': 'https://t.co/cl5hoyIKG5', 'display_url': 'pic.twitter.com/cl5hoyIKG5', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1520053541750165505/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1520053541750165505,UCL,TRUE
©️ Who should be my #UCLfantasy captain?,29/04/2022 14:30,1.52005E+18,ChampionsLeague,,,91,2281,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [{'text': 'UCLfantasy', 'indices': [20, 31]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1520047754248003584,UCLfantasy,
"A thunderous Thiago Alcântara effort 😮

@LFC | #UCL https://t.co/iQU92GD1gV",29/04/2022 14:10,1.52004E+18,ChampionsLeague,,,251,3378,pt,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [47, 51]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LFC', 'name': 'Liverpool FC', 'id': 19583545, 'id_str': '19583545', 'indices': [40, 44]}], 'urls': [], 'media': [{'id': 1519976665362931714, 'id_str': '1519976665362931714', 'indices': [52, 75], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1519976665362931714/img/JQHf6_qzOLbvMT0c.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1519976665362931714/img/JQHf6_qzOLbvMT0c.jpg', 'url': 'https://t.co/iQU92GD1gV', 'display_url': 'pic.twitter.com/iQU92GD1gV', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1520042809314709505/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1520042809314709505,UCL,TRUE
"Look who rocked up in Manchester this week 👀🥰

#UCL https://t.co/8kmvtZRrli",29/04/2022 13:22,1.52003E+18,ChampionsLeague,,,346,9140,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [47, 51]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1520030226306285569, 'id_str': '1520030226306285569', 'indices': [52, 75], 'media_url': 'http://pbs.twimg.com/media/FRg7b_bXwAEv5uI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRg7b_bXwAEv5uI.jpg', 'url': 'https://t.co/8kmvtZRrli', 'display_url': 'pic.twitter.com/8kmvtZRrli', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1520030670151634944/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1520030670151634944,UCL,
"Next week. The deciders 👊

What's your dream #UCL final? https://t.co/2SAfX3ljIy",29/04/2022 12:45,1.52002E+18,ChampionsLeague,,,534,8145,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [45, 49]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1520021345249202177, 'id_str': '1520021345249202177', 'indices': [57, 80], 'media_url': 'http://pbs.twimg.com/media/FRgzXC6XEAEnK_u.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRgzXC6XEAEnK_u.jpg', 'url': 'https://t.co/2SAfX3ljIy', 'display_url': 'pic.twitter.com/2SAfX3ljIy', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1520021513696649217/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1520021513696649217,UCL,
"Pulsating first leg ✅
Best moment? 🤤

#UCL",29/04/2022 11:45,1.52001E+18,ChampionsLeague,,,94,1461,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [38, 42]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1520006474247950336,UCL,
"🇸🇳 Sum up Sadio Mané this season in three words...

#UCL https://t.co/mrednLgvCu",29/04/2022 11:15,1.52E+18,ChampionsLeague,,,712,13816,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [52, 56]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1519994162669662209, 'id_str': '1519994162669662209', 'indices': [57, 80], 'media_url': 'http://pbs.twimg.com/media/FRgaoz6XsAEPBHO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRgaoz6XsAEPBHO.jpg', 'url': 'https://t.co/mrednLgvCu', 'display_url': 'pic.twitter.com/mrednLgvCu', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1519998681004396544/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1519998681004396544,UCL,
🤔🤔🤔,29/04/2022 11:01,1.52E+18,ChampionsLeague,,,25,381,und,Twitter Web App,1.51998E+18,627673190,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1519995202538295299,,
"🔴 This Is Anfield 🔴

@LFC | #UCL https://t.co/exUZC1PHn3",29/04/2022 10:51,1.51999E+18,ChampionsLeague,,,1320,9464,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [28, 32]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LFC', 'name': 'Liverpool FC', 'id': 19583545, 'id_str': '19583545', 'indices': [21, 25]}], 'urls': [], 'media': [{'id': 1519976665711058944, 'id_str': '1519976665711058944', 'indices': [33, 56], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1519976665711058944/img/0XKIBchm6G-Cvs7r.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1519976665711058944/img/0XKIBchm6G-Cvs7r.jpg', 'url': 'https://t.co/exUZC1PHn3', 'display_url': 'pic.twitter.com/exUZC1PHn3', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1519992760350261248/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1519992760350261248,UCL,TRUE
"🔝 Four top displays. Who impressed you most?

#UCL",29/04/2022 10:31,1.51999E+18,ChampionsLeague,,,78,1213,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [46, 50]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1519987724496875522,UCL,
"🤔 Who deserves to win the Ballon d'Or this season?

#UCL",29/04/2022 10:10,1.51998E+18,ChampionsLeague,,,658,16453,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [52, 56]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1519982530690174978,UCL,
Pick one 👇,29/04/2022 10:09,1.51998E+18,ChampionsLeague,,,22,527,en,Twitter Web App,1.51997E+18,627673190,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1519982201936433152,,
"Liverpool have never lost at Anfield in the semi-finals of the European Cup 🤯

👀 What will happen in the second leg?

@LFC | #UCL",29/04/2022 10:07,1.51998E+18,ChampionsLeague,,,102,1737,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [125, 129]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LFC', 'name': 'Liverpool FC', 'id': 19583545, 'id_str': '19583545', 'indices': [118, 122]}], 'urls': []}",www.twitter.com/championsleague/status/1519981813489442817,UCL,
"It was a passion-filled week in the Champions League! 

#UCLcelebrations | @Heineken | #UCL https://t.co/9Au4qX3KVc",29/04/2022 09:20,1.51997E+18,ChampionsLeague,,,86,1322,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCLcelebrations', 'indices': [56, 72]}, {'text': 'UCL', 'indices': [87, 91]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Heineken', 'name': 'Heineken', 'id': 29191062, 'id_str': '29191062', 'indices': [75, 84]}], 'urls': [], 'media': [{'id': 1519968480874962944, 'id_str': '1519968480874962944', 'indices': [92, 115], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1519968480874962944/pu/img/h4TJ0WTjdrJGPlgn.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1519968480874962944/pu/img/h4TJ0WTjdrJGPlgn.jpg', 'url': 'https://t.co/9Au4qX3KVc', 'display_url': 'pic.twitter.com/9Au4qX3KVc', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1519969774243135489/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1519969774243135489,"UCLcelebrations, UCL",TRUE
"These Champions League semi-finals = 🍿🍿🍿

Man City 4-3 Real Madrid (2022)
Liverpool 5-2 Roma (2018)
Ajax 5-2 Bayern… https://t.co/q9e9nUIQJ6",29/04/2022 09:16,1.51997E+18,ChampionsLeague,,,172,3391,en,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/q9e9nUIQJ6', 'expanded_url': 'https://twitter.com/i/web/status/1519968822530297858', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1519968822530297858,,
"RT @ChampionsLeague: Man. City 4-3 Real Madrid 🤯
A Champions League classic! 🍿

⏰⚽️0⃣2⃣ De Bruyne
⏰⚽️1⃣1⃣ Jesus 
⏰⚽️3⃣3⃣ Benzema 
⏰⚽️5⃣3⃣ F…",29/04/2022 08:58,1.51996E+18,ChampionsLeague,,,489,0,en,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChampionsLeague', 'name': 'UEFA Champions League', 'id': 627673190, 'id_str': '627673190', 'indices': [3, 19]}], 'urls': []}",www.twitter.com/championsleague/status/1519964314324590592,,
"Man. City 4-3 Real Madrid 🤯
A Champions League classic! 🍿

⏰⚽️0⃣2⃣ De Bruyne
⏰⚽️1⃣1⃣ Jesus 
⏰⚽️3⃣3⃣ Benzema 
⏰⚽️5⃣… https://t.co/G363kZYcbf",28/04/2022 22:09,1.5198E+18,ChampionsLeague,,,489,5302,en,Twitter Media Studio,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/G363kZYcbf', 'expanded_url': 'https://twitter.com/i/web/status/1519800891804721154', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",www.twitter.com/championsleague/status/1519800891804721154,,
Enticing #UCLfantasy options going into those all-important semi-final second legs 👀,28/04/2022 17:50,1.51974E+18,ChampionsLeague,,,73,1474,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [{'text': 'UCLfantasy', 'indices': [9, 20]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1519735767995670530,UCLfantasy,
"Klopp✍️

Glad, @LFC fans?

#UCL https://t.co/JhvHtLSqJX",28/04/2022 16:33,1.51972E+18,ChampionsLeague,,,523,14159,sv,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [27, 31]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LFC', 'name': 'Liverpool FC', 'id': 19583545, 'id_str': '19583545', 'indices': [15, 19]}], 'urls': [], 'media': [{'id': 1519716215048085510, 'id_str': '1519716215048085510', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/media/FRcd2IVXoAYuRrH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRcd2IVXoAYuRrH.jpg', 'url': 'https://t.co/JhvHtLSqJX', 'display_url': 'pic.twitter.com/JhvHtLSqJX', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1519716389027819524/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1519716389027819524,UCL,
"🏆 2018 runners-up
🏆 2019 winners
🏆 2022 ?

#UCL https://t.co/aXE6ypu57i",28/04/2022 16:27,1.51971E+18,ChampionsLeague,,,302,6782,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [43, 47]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1519714198594461697, 'id_str': '1519714198594461697', 'indices': [48, 71], 'media_url': 'http://pbs.twimg.com/media/FRccAwdXIAE8MCN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRccAwdXIAE8MCN.jpg', 'url': 'https://t.co/aXE6ypu57i', 'display_url': 'pic.twitter.com/aXE6ypu57i', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1519714933029707776/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1463, 'h': 2048, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 857, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 486, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1519714933029707776,UCL,
"🔴 Jürgen Klopp extends his Liverpool contract beyond 2024 ✍️

""There is just so much to love about this place.""… https://t.co/cfwstsE5lH",28/04/2022 16:18,1.51971E+18,ChampionsLeague,,,280,3345,en,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cfwstsE5lH', 'expanded_url': 'https://twitter.com/i/web/status/1519712562258100224', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}",www.twitter.com/championsleague/status/1519712562258100224,,
"🔴 Sadio Mané scores big goals 👊

#UCL https://t.co/YhDmwV5oMN",28/04/2022 16:00,1.51971E+18,ChampionsLeague,,,212,2954,ht,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [33, 37]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1519707932782469124, 'id_str': '1519707932782469124', 'indices': [38, 61], 'media_url': 'http://pbs.twimg.com/media/FRcWUCfXoAQbviy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRcWUCfXoAQbviy.jpg', 'url': 'https://t.co/YhDmwV5oMN', 'display_url': 'pic.twitter.com/YhDmwV5oMN', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1519708264392445962/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1519708264392445962,UCL,
"🥇 Thiago takes Player of the Week for his scintillating display against Villarreal 🧙‍♂️

#UCLPOTW | @PlayStationEU… https://t.co/U1Da6Is1MH",28/04/2022 13:21,1.51967E+18,ChampionsLeague,,,290,2795,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCLPOTW', 'indices': [89, 97]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PlayStationEU', 'name': 'PlayStation Europe', 'id': 36969785, 'id_str': '36969785', 'indices': [100, 114]}], 'urls': [{'url': 'https://t.co/U1Da6Is1MH', 'expanded_url': 'https://twitter.com/i/web/status/1519668149033082881', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",www.twitter.com/championsleague/status/1519668149033082881,UCLPOTW,
"RT @LFC: Brilliant away end last night, @VillarrealCF 👏

See you in Spain next week 👊🇪🇸 https://t.co/zwUJ5IJS0C",28/04/2022 12:50,1.51966E+18,ChampionsLeague,,,1527,0,en,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LFC', 'name': 'Liverpool FC', 'id': 19583545, 'id_str': '19583545', 'indices': [3, 7]}, {'screen_name': 'VillarrealCF', 'name': 'Villarreal CF', 'id': 46862437, 'id_str': '46862437', 'indices': [40, 53]}], 'urls': [], 'media': [{'id': 1519629337938571264, 'id_str': '1519629337938571264', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/media/FRbO1N4XMAAZsD_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRbO1N4XMAAZsD_.jpg', 'url': 'https://t.co/zwUJ5IJS0C', 'display_url': 'pic.twitter.com/zwUJ5IJS0C', 'expanded_url': 'https://twitter.com/LFC/status/1519632125036740608/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'source_status_id': 1519632125036740608, 'source_status_id_str': '1519632125036740608', 'source_user_id': 19583545, 'source_user_id_str': '19583545'}]}",www.twitter.com/championsleague/status/1519660299003043841,,
*The team is made up of the highest-scoring players this week in the official #UCL fantasy game.,28/04/2022 11:53,1.51965E+18,ChampionsLeague,,,27,869,en,Twitter Web App,1.51965E+18,627673190,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [78, 82]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1519645973802364928,UCL,
