Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool,entities,URL,Hashtags,Video
🤔🤔🤔,30/03/2022 12:10,1.50914E+18,ChampionsLeague,,,14,321,und,Twitter Web App,1.50913E+18,627673190,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1509140985128833035,,
"Pick your Liverpool hero 👇

🔴 Luis García 
🔴 Maxi Rodríguez
🔴 Vladimír Šmicer 

#UCL https://t.co/SmMFkUpvYi",30/03/2022 11:31,1.50913E+18,ChampionsLeague,,,95,1998,und,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [80, 84]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1509130678402703364, 'id_str': '1509130678402703364', 'indices': [85, 108], 'media_url': 'http://pbs.twimg.com/media/FPGCWzXWYAQg5Rk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPGCWzXWYAQg5Rk.jpg', 'url': 'https://t.co/SmMFkUpvYi', 'display_url': 'pic.twitter.com/SmMFkUpvYi', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1509131259699675136/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1509131259699675136,UCL,
"🇵🇱 Poland qualify for a second successive World Cup 👏

#UCL https://t.co/m5P7zXyDOz",30/03/2022 11:10,1.50913E+18,ChampionsLeague,,,159,3480,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [55, 59]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1509125385199489024, 'id_str': '1509125385199489024', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/FPF9ispXEAAO0dM.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPF9ispXEAAO0dM.jpg', 'url': 'https://t.co/m5P7zXyDOz', 'display_url': 'pic.twitter.com/m5P7zXyDOz', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1509125806693523456/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1509125806693523456,UCL,
"🇵🇹 Sixth successive World Cup for Portugal incoming 🎉
👀 Key man will be ______

#UCL https://t.co/YWpfQfzUaQ",30/03/2022 10:57,1.50912E+18,ChampionsLeague,,,212,4574,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [80, 84]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1509122398276182018, 'id_str': '1509122398276182018', 'indices': [85, 108], 'media_url': 'http://pbs.twimg.com/media/FPF601fWYAIHlXg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPF601fWYAIHlXg.jpg', 'url': 'https://t.co/YWpfQfzUaQ', 'display_url': 'pic.twitter.com/YWpfQfzUaQ', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1509122616141008901/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1509122616141008901,UCL,
"🇹🇳 Tunisia qualify for sixth World Cup finals 🎉 

#UCL https://t.co/dmixMDNhsU",30/03/2022 10:13,1.50911E+18,ChampionsLeague,,,167,3032,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [50, 54]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1509111192865890307, 'id_str': '1509111192865890307', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/FPFwomFWYAMosa5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPFwomFWYAMosa5.jpg', 'url': 'https://t.co/dmixMDNhsU', 'display_url': 'pic.twitter.com/dmixMDNhsU', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1509111568423952384/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1509111568423952384,UCL,
"🇲🇦 Morocco on their way to the World Cup!

#UCL https://t.co/XWoLZDwuFI",30/03/2022 10:05,1.50911E+18,ChampionsLeague,,,159,2844,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [43, 47]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1509107945103052800, 'id_str': '1509107945103052800', 'indices': [48, 71], 'media_url': 'http://pbs.twimg.com/media/FPFtrjOWUAAArn_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPFtrjOWUAAArn_.jpg', 'url': 'https://t.co/XWoLZDwuFI', 'display_url': 'pic.twitter.com/XWoLZDwuFI', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1509109472001679365/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1509109472001679365,UCL,
"Indomitable Lions ✅

🇨🇲 Eighth World Cup finals appearance for Cameroon 🔜

#UCL https://t.co/IJCevEEVAj",30/03/2022 09:57,1.50911E+18,ChampionsLeague,,,122,1987,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [75, 79]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1509107142535622667, 'id_str': '1509107142535622667', 'indices': [80, 103], 'media_url': 'http://pbs.twimg.com/media/FPFs81bXMAs6b0C.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPFs81bXMAs6b0C.jpg', 'url': 'https://t.co/IJCevEEVAj', 'display_url': 'pic.twitter.com/IJCevEEVAj', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1509107449164349440/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1509107449164349440,UCL,
"🇬🇭 2010 World Cup quarter-finalists Ghana book their spot for 2022 🎉

#UCL https://t.co/VUOUOrOo5D",30/03/2022 09:54,1.50911E+18,ChampionsLeague,,,1436,12178,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [70, 74]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1509106119649771524, 'id_str': '1509106119649771524', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/media/FPFsBS4XwAQQUYj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPFsBS4XwAQQUYj.jpg', 'url': 'https://t.co/VUOUOrOo5D', 'display_url': 'pic.twitter.com/VUOUOrOo5D', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1509106675545952261/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1509106675545952261,UCL,
"🇸🇳 Senegal set for third World Cup 🥳

📸: @Fsfofficielle

#UCL https://t.co/zs1q1fk4Xd",30/03/2022 09:45,1.5091E+18,ChampionsLeague,,,200,3305,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [57, 61]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Fsfofficielle', 'name': 'FSF', 'id': 1178334459109806081, 'id_str': '1178334459109806081', 'indices': [41, 55]}], 'urls': [], 'media': [{'id': 1509103778544472071, 'id_str': '1509103778544472071', 'indices': [62, 85], 'media_url': 'http://pbs.twimg.com/media/FPFp5BlX0Ac_G0U.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPFp5BlX0Ac_G0U.jpg', 'url': 'https://t.co/zs1q1fk4Xd', 'display_url': 'pic.twitter.com/zs1q1fk4Xd', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1509104632601137155/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 680, 'h': 499, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 499, 'resize': 'fit'}, 'large': {'w': 680, 'h': 499, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1509104632601137155,UCL,
"🗣️ Thomas Tuchel: ""If you play with N'Golo Kanté you always play with a minimum half a man more. It is a pleasure t… https://t.co/EzHeIVTIln",29/03/2022 16:21,1.50884E+18,ChampionsLeague,,,633,8004,en,Twitter Media Studio,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EzHeIVTIln', 'expanded_url': 'https://twitter.com/i/web/status/1508841836571414528', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1508841836571414528,,
"🔝 Most saves so far this season?
Thibaut Courtois with 35 🧤

#UCL https://t.co/SWFlDeLIsf",29/03/2022 15:49,1.50883E+18,ChampionsLeague,,,124,2351,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [61, 65]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1508824164433645570, 'id_str': '1508824164433645570', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/FPBrlV2X0AIfDb0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPBrlV2X0AIfDb0.jpg', 'url': 'https://t.co/SWFlDeLIsf', 'display_url': 'pic.twitter.com/SWFlDeLIsf', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508833610887016457/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508833610887016457,UCL,
"RT @UEFA: 🇺🇦 One team. We are #Football4Ukraine.

Help people forced to flee their homes in Ukraine and donate to the urgent joint appeal f…",29/03/2022 15:01,1.50882E+18,ChampionsLeague,,,104,0,en,Twitter for Android,,,FALSE,"{'hashtags': [{'text': 'Football4Ukraine', 'indices': [30, 47]}], 'symbols': [], 'user_mentions': [{'screen_name': 'UEFA', 'name': 'UEFA', 'id': 2326857668, 'id_str': '2326857668', 'indices': [3, 8]}], 'urls': []}",www.twitter.com/championsleague/status/1508821751425343491,Football4Ukraine,
"🇳🇬🇬🇭🇸🇳🇪🇬🇩🇿🇨🇲🇲🇦🇨🇩🇹🇳🇲🇱

👀 Who ya got? 

#UCL",29/03/2022 14:09,1.50881E+18,ChampionsLeague,,,247,5295,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [38, 42]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1508808575883350025,UCL,
🤔🤔🤔,29/03/2022 13:54,1.5088E+18,ChampionsLeague,,,14,397,und,Twitter Web App,1.5088E+18,627673190,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1508804872728104978,,
"ℹ️ Round of 16, second legs: most saves...

5⃣ Jan Oblak 🆚 Manchester United
5⃣ Gerónimo Rulli 🆚 Juventus 

🔝 Who d… https://t.co/dDhPtKAzbQ",29/03/2022 13:52,1.5088E+18,ChampionsLeague,,,73,1723,en,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dDhPtKAzbQ', 'expanded_url': 'https://twitter.com/i/web/status/1508804299773648909', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1508804299773648909,,
"👀 Name your all-time favourite players from these nations:

🇧🇷 ________
🇦🇷 ________
🇵🇹 ________
🇪🇸 ________
🇫🇷 ________

#UCL",29/03/2022 12:58,1.50879E+18,ChampionsLeague,,,365,8015,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [121, 125]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1508790710572621833,UCL,
https://t.co/h7DoxnBdHu https://t.co/pOIDo9krdN,29/03/2022 12:36,1.50879E+18,ChampionsLeague,,,96,1581,und,Twitter Web App,,,TRUE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/h7DoxnBdHu', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508773866163814403', 'display_url': 'twitter.com/ChampionsLeagu…', 'indices': [0, 23]}], 'media': [{'id': 1508785061390389250, 'id_str': '1508785061390389250', 'indices': [24, 47], 'media_url': 'http://pbs.twimg.com/media/FPBIBPqXEAIz09L.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPBIBPqXEAIz09L.jpg', 'url': 'https://t.co/pOIDo9krdN', 'display_url': 'pic.twitter.com/pOIDo9krdN', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508785072517877769/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1352, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 792, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 449, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508785072517877769,,
"🥳 Feliz aniversário, Rui Costa! 

#HBD | #UCL https://t.co/kgM9RaEDYv",29/03/2022 12:35,1.50878E+18,ChampionsLeague,,,120,1871,pt,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'HBD', 'indices': [34, 38]}, {'text': 'UCL', 'indices': [41, 45]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1508784897938399237, 'id_str': '1508784897938399237', 'indices': [46, 69], 'media_url': 'http://pbs.twimg.com/media/FPBH3uwXoAUuyno.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPBH3uwXoAUuyno.jpg', 'url': 'https://t.co/kgM9RaEDYv', 'display_url': 'pic.twitter.com/kgM9RaEDYv', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508784902992453635/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 418, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 738, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2016, 'h': 1239, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508784902992453635,"HBD, UCL",
"Class ✅ Composed ✅

Assist king Rui Costa is 50 today🎂 

#HBD | #UCL https://t.co/cnJDLo4JLh",29/03/2022 11:57,1.50878E+18,ChampionsLeague,,,288,2166,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'HBD', 'indices': [57, 61]}, {'text': 'UCL', 'indices': [64, 68]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1247801784820588544, 'id_str': '1247801784820588544', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/EVEcreUXkAAJE_8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EVEcreUXkAAJE_8.jpg', 'url': 'https://t.co/cnJDLo4JLh', 'display_url': 'pic.twitter.com/cnJDLo4JLh', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508775465481342980/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508775465481342980,"HBD, UCL",TRUE
"🇵🇹 Rui Costa played the game beautifully 😍

#HBD | #UCL https://t.co/3jtB9ktXU7",29/03/2022 11:51,1.50877E+18,ChampionsLeague,,,421,3440,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'HBD', 'indices': [44, 48]}, {'text': 'UCL', 'indices': [51, 55]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1252556498628227073, 'id_str': '1252556498628227073', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1252556498628227073/img/rR3mk0CVF2Gj0Dl5.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1252556498628227073/img/rR3mk0CVF2Gj0Dl5.jpg', 'url': 'https://t.co/3jtB9ktXU7', 'display_url': 'pic.twitter.com/3jtB9ktXU7', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508773866163814403/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508773866163814403,"HBD, UCL",TRUE
"🔵 N'Golo Kanté: the complete player giving a breathtaking performance in 2021 final 🙌

@nglkante 🥳

@ChelseaFC |… https://t.co/S9La86deWu",29/03/2022 10:09,1.50875E+18,ChampionsLeague,,,1553,10727,en,Twitter Media Studio,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nglkante', 'name': ""N'Golo Kanté"", 'id': 735491435726667777, 'id_str': '735491435726667777', 'indices': [87, 96]}, {'screen_name': 'ChelseaFC', 'name': 'Chelsea FC', 'id': 22910295, 'id_str': '22910295', 'indices': [100, 110]}], 'urls': [{'url': 'https://t.co/S9La86deWu', 'expanded_url': 'https://twitter.com/i/web/status/1508748111857991689', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}",www.twitter.com/championsleague/status/1508748111857991689,,
"Why do you ❤️ N'Golo Kanté❓

#HBD | #UCL https://t.co/Qgpy9qbfMY",29/03/2022 09:37,1.50874E+18,ChampionsLeague,,,475,7462,ht,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'HBD', 'indices': [29, 33]}, {'text': 'UCL', 'indices': [36, 40]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1508740080667607040, 'id_str': '1508740080667607040', 'indices': [41, 64], 'media_url': 'http://pbs.twimg.com/media/FPAfHBaWQAAJWjH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPAfHBaWQAAJWjH.jpg', 'url': 'https://t.co/Qgpy9qbfMY', 'display_url': 'pic.twitter.com/Qgpy9qbfMY', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508740202457710596/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508740202457710596,"HBD, UCL",
"RT @ChampionsLeague: “When you buy Ibrahimovic you buy a Ferrari” 🤣 

@Ibra_official + @Ferrari = 🔥

Check it out! 🔻🔻🔻",29/03/2022 09:33,1.50874E+18,ChampionsLeague,,,108,0,en,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChampionsLeague', 'name': 'UEFA Champions League', 'id': 627673190, 'id_str': '627673190', 'indices': [3, 19]}, {'screen_name': 'Ibra_official', 'name': 'Zlatan Ibrahimović', 'id': 461922813, 'id_str': '461922813', 'indices': [70, 84]}, {'screen_name': 'Ferrari', 'name': 'Ferrari', 'id': 2650413864, 'id_str': '2650413864', 'indices': [87, 95]}], 'urls': []}",www.twitter.com/championsleague/status/1508739099406045184,,
"World champion. World class.

🥳 Happy birthday, N'Golo Kanté! 

@nglkante | #HBD | #UCL https://t.co/tAqAbsfj0n",29/03/2022 09:14,1.50873E+18,ChampionsLeague,,,1012,11581,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'HBD', 'indices': [76, 80]}, {'text': 'UCL', 'indices': [83, 87]}], 'symbols': [], 'user_mentions': [{'screen_name': 'nglkante', 'name': ""N'Golo Kanté"", 'id': 735491435726667777, 'id_str': '735491435726667777', 'indices': [64, 73]}], 'urls': [], 'media': [{'id': 1508733986088046592, 'id_str': '1508733986088046592', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/media/FPAZkRVWUAAKR0D.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FPAZkRVWUAAKR0D.jpg', 'url': 'https://t.co/tAqAbsfj0n', 'display_url': 'pic.twitter.com/tAqAbsfj0n', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508734310731366403/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1366, 'h': 2048, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508734310731366403,"HBD, UCL",
"“When you buy Ibrahimovic you buy a Ferrari” 🤣 

@Ibra_official + @Ferrari = 🔥

Check it out! 🔻🔻🔻",28/03/2022 16:02,1.50847E+18,ChampionsLeague,,,108,1497,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Ibra_official', 'name': 'Zlatan Ibrahimović', 'id': 461922813, 'id_str': '461922813', 'indices': [49, 63]}, {'screen_name': 'Ferrari', 'name': 'Ferrari', 'id': 2650413864, 'id_str': '2650413864', 'indices': [66, 74]}], 'urls': []}",www.twitter.com/championsleague/status/1508474506347696134,,
"Michael Essien 🥇

#MondayMotivation | #UCL https://t.co/NOCZAP3Syw",28/03/2022 15:41,1.50847E+18,ChampionsLeague,,,859,13841,de,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'MondayMotivation', 'indices': [18, 35]}, {'text': 'UCL', 'indices': [38, 42]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1508469296401424384, 'id_str': '1508469296401424384', 'indices': [43, 66], 'media_url': 'http://pbs.twimg.com/media/FO8o1TaXIAABC9F.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FO8o1TaXIAABC9F.jpg', 'url': 'https://t.co/NOCZAP3Syw', 'display_url': 'pic.twitter.com/NOCZAP3Syw', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508469457009758210/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1610, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 535, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 944, 'h': 1200, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508469457009758210,"MondayMotivation, UCL",
"First men's World Cup in 36 years 🔜

🇨🇦 Congratulations, Canada 👏

#UCL https://t.co/maRh6jh3W3",28/03/2022 15:33,1.50847E+18,ChampionsLeague,,,229,4281,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [67, 71]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1508467341000073221, 'id_str': '1508467341000073221', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/FO8nDe-WYAUPMi5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FO8nDe-WYAUPMi5.jpg', 'url': 'https://t.co/maRh6jh3W3', 'display_url': 'pic.twitter.com/maRh6jh3W3', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508467377528320008/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 485, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1460, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 855, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508467377528320008,UCL,
"🇦🇷 Rodrigo De Paul. Warrior.

#UCL https://t.co/GxUEe2uT5i",28/03/2022 15:06,1.50846E+18,ChampionsLeague,,,411,12898,pt,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [30, 34]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1508460437901348868, 'id_str': '1508460437901348868', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/FO8gxq7XEAQVBir.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FO8gxq7XEAQVBir.jpg', 'url': 'https://t.co/GxUEe2uT5i', 'display_url': 'pic.twitter.com/GxUEe2uT5i', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508460448349396994/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508460448349396994,UCL,
"Next week's menu 😋

Who will take a first-leg lead?

#MondayMotivation | #UCL https://t.co/WRR89Q2bht",28/03/2022 14:23,1.50845E+18,ChampionsLeague,,,669,6035,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'MondayMotivation', 'indices': [53, 70]}, {'text': 'UCL', 'indices': [73, 77]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1508449438397865992, 'id_str': '1508449438397865992', 'indices': [78, 101], 'media_url': 'http://pbs.twimg.com/media/FO8WxalXoAgBT7J.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FO8WxalXoAgBT7J.jpg', 'url': 'https://t.co/WRR89Q2bht', 'display_url': 'pic.twitter.com/WRR89Q2bht', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1508449677573869569/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1508449677573869569,"MondayMotivation, UCL",
